"","date","location","new_cases_smoothed_per_million","new_deaths_smoothed_per_million","stringency_index","dtw_hclust","covid_risk","covid_risk_std","covid_risk_class","travel_restrictions"
"41",2022-05-12,"Latvia",0.154754783542314,0.105626326963907,-1.4072,"6",0.576898218631629,0.252082181349922,"High","Low"
"42",2022-05-12,"Lebanon",-0.312149622301469,-0.260261854210899,-0.4072,"1",-0.0432542910260666,-0.714657782539665,"Low","High"
"43",2022-05-12,"Lithuania",-0.13281375819625,-0.0267162066525124,-1.8148,"6",0.583863249181871,0.262939790208664,"High","Low"
"44",2022-05-12,"Malaysia",-0.0818110356992216,-0.276539278131635,0.278,"1",-0.21473749320719,-0.981978582024545,"Low","High"
"45",2022-05-12,"Mexico",-0.330087426665133,-0.276539278131635,-1.3332,"1",0.269734061683718,-0.22674820532368,"Medium","Low"
"46",2022-05-12,"Netherlands",0.00132482073699145,-0.251061571125265,-1.4816,"3",0.436133624164499,0.0326478376153482,"Medium","Low"
"47",2022-05-12,"New Zealand",5.34599294451474,0.609164897381458,0,"2",1.9117421583806,2.33293642609601,"High","High"
"48",2022-05-12,"Norway",-0.167979983895088,0.181351733899505,-1.8148,"3",0.641272477340408,0.352433574870678,"High","Low"
"49",2022-05-12,"Oman",-0.329611948310901,-0.317940552016985,-0.0367999999999998,"2",-0.197516205625094,-0.955132755109424,"Low","High"
"50",2022-05-12,"Pakistan",-0.353067602285364,-0.326079263977353,0.5556,"4",-0.415047789843843,-1.29423720538175,"Low","High"
"51",2022-05-12,"Peru",-0.314657387169753,-0.184890304317056,0.5556,"1",-0.35616416431895,-1.20244502019001,"Low","High"
"52",2022-05-12,"Philippines",-0.350149545611411,-0.321479122434536,1.7408,"2",-0.827415964999049,-1.93706745850578,"Low","High"
"53",2022-05-12,"Poland",-0.304691514245178,-0.225937721160651,-1.6668,"5",0.411319267458528,-0.00603463150682844,"Medium","Low"
"54",2022-05-12,"Portugal",5.53241496989915,0.403220099079972,-1.8148,"3",2.53861542306412,3.31015320394634,"High","Low"
"55",2022-05-12,"Qatar",-0.183229801756202,-0.327494692144374,-1,"2",0.183293215030372,-0.361498641177542,"Medium","Medium"
"56",2022-05-12,"Romania",-0.236237969247287,-0.182059447983015,-1.8148,"1",0.499504232006473,0.131434665343621,"Medium","Low"
"57",2022-05-12,"Russia",-0.228852716745274,-0.0578556263269639,0.2408,"1",-0.176605226046386,-0.922535161246627,"Low","High"
"58",2022-05-12,"Saudi Arabia",-0.305926224165037,-0.307324840764331,0.778,"2",-0.471613589185041,-1.38241619032641,"Low","High"
"59",2022-05-12,"Serbia",-0.109269910656083,-0.128980891719745,-1.8148,"6",0.557649934322537,0.222076520825902,"Medium","Low"
"60",2022-05-12,"Singapore",2.01951953679205,-0.17002830856334,-0.5924,"3",0.797476909947555,0.595936689324538,"High","Medium"
"61",2022-05-12,"Slovakia",-0.00708424402776179,0.219922151450814,-1.8148,"6",0.705487351889885,0.452536508481962,"High","Low"
"62",2022-05-12,"Slovenia",0.794541585183481,-0.0355626326963907,-1.3704,"6",0.722157638468905,0.478523393956837,"High","Low"
"63",2022-05-12,"South Africa",0.127974615591089,-0.193736730360934,-0.0739999999999998,"1",0.00291875597004001,-0.642679794721271,"Low","High"
